OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02476600,OKATIBBEE CREEK,River/Stream,AT ARUNDEL AT ARUNDEL ROAD 0.6 MILES SE OF ARUNDEL,03170001,,,,,32.2986111100,-88.7536111100,24000,,,Interpolation-Map,NAD83,,,,,,,US,28,075,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02477000,CHICKASAWHAY RIVER,River/Stream,AT ENTERPRISE AT HWY 513,03170002,,,,,32.1758055600,-88.8196388900,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,023,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02478500,CHICKASAWHAY RIVER,River/Stream,AT LEAKESVILLE AT HWY 63 0.1 MILE SW OF LEAKSVILLE,03170003,,,,,31.1500830000,-88.5475830000,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,041,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02479160,BLACK CREEK,River/Stream,NEAR WIGGINS AT HWY 26 5.2 MILES N OF RAMSEY SPRINGS,03170007,,,,,30.8533890000,-88.9137220000,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,131,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02479300,RED CREEK,River/Stream,AT VESTRY AT READ RD 0.5 MILE NORTH OF VESTRY,03170007,,,,,30.7361388900,-88.7811944400,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,039,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02479560,ESCATAWPA RIVER,River/Stream,"NEAR AGRICOLA AT COUNTY ROAD 612, HOWELL BRIDGE NW OF HOWELL",03170008,,,,,30.8119166700,-88.4586388900,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,039,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02481510,WOLF RIVER,River/Stream,NEAR LIZANA (LANDON) 8 MILES NORTH OF DELISLE AT CABLE BRIDGE ROAD. 72' FROM SE CORNER OF BRIDGE,03170009,,,,,30.4835810000,-89.2745000000,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,047,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02481660,JOURDAN RIVER,River/Stream,NEAR KILN AT HWY 43 2 MILES SOUTH OF KILN,03170009,,,,,30.3868611100,-89.4410833300,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,045,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02482000,PEARL RIVER,River/Stream,AT EDINBURG AT HWY 16,03180001,,,,,32.7992777800,-89.3351111100,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,079,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02486500,PEARL RIVER,River/Stream,AT BYRAM AT OLD SWINGING BRIDGE ON FLORENCE BYRAM RD,03180002,,,,,32.1765833300,-90.2433055600,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,121,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02487500,STRONG RIVER,River/Stream,AT D'LO AT OLD HWY 49 0.10 MILE SOUTH OF D'LO,03180002,,,,,31.9780000000,-89.8978333300,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,127,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-02490900,BOGUE CHITTO,River/Stream,NEAR LEHR AT DILLONS BRIDGE RD 1.1 MILES WEST OF LEHR,03180005,,,,,31.0229722200,-90.2089444400,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,147,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-03592100,BEAR CREEK,River/Stream,NEAR TISHOMINGO AT HWY 30 4 MILES EAST OF TISHOMINGO,06030006,,,,,34.6343333300,-88.1541111100,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,141,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-07029270,HATCHIE RIVER,River/Stream,NEAR LONE PINE AT HWY 72 BRIDGE 6.5 MILES EAST OF WALNUT,08010207,,,,,34.9438333300,-88.7855000000,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,003,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-07029300,TUSCUMBIA RIVER CANAL,Canal Transport,NEAR CORINTH AT HWY 72 BRIDGE 5 MILES WEST OF CORINTH,08010207,,,,,34.9309444400,-88.5968055600,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,003,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-07029310,TUSCUMBIA RIVER CANAL,Canal Transport,NEAR CORINTH AT SMITH BRIDGE RD,08010207,,,,,34.9465000000,-88.6113333300,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,003,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-07032307,HORN LAKE CREEK,River/Stream,NEAR SOUTHAVEN AT STATE LINE RD. 3 MILES WEST OF SOUTHAVEN,08010211,,,,,34.9916666700,-90.0809444400,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,033,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-07268000,LITTLE TALLAHATCHIE RIVER,River/Stream,AT ETTA AT HWY 30,08030201,,,,,34.4823333300,-89.2243333300,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,145,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-07287120,YAZOO RIVER,River/Stream,NEAR SHELL BLUFF/SIDON AT CR 511 3.5 MILES WSW OF SIDON,08030206,,,,,33.3863888900,-90.3005555600,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,083,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-07288500,BIG SUNFLOWER RIVER,River/Stream,AT SUNFLOWER AT SUNFLOWER RD 1 MILES WEST OF HWY 49 IN SUNFLOWER,08030207,,,,,33.5472222200,-90.5433611100,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,133,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-07290000,BIG BLACK RIVER,River/Stream,NEAR BOVINA AT HWY 80 BRIDGE 2.5 MILES EAST OF BOVINA,08060202,,,,,32.3477777800,-90.6972500000,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,049,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-07290650,BAYOU PIERRE,River/Stream,NEAR WILLOWS AT WILLOW ROAD 1.7 MILES SE OF WILLOWS,08060203,,,,,32.0180000000,-90.8771944400,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,021,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-07292500,HOMOCHITTO RIVER,River/Stream,AT ROSETTA AT HWY 33 1 MILE NW OF ROSETTA,08060205,,,,,31.3238055600,-91.1084444400,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,037,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-07375280,TANGIPAHOA RIVER,River/Stream,AT OSYKA AT HWY 584 0.1 MILE NE OF OSYKA,08070205,,,,,31.0120833300,-90.4611111100,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,113,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-111B59,TUXACHANIE CREEK,River/Stream,NEAR WHITE PLAINS AT HIGHWAY 15,03170009,,,,,30.5252070000,-88.9240490000,24000,,,Interpolation-Map,NAD83,,,,,,,US,28,047,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-111B60,WOLF RIVER,River/Stream,NEAR LONG BEACH AT BELLS FERRY ROAD,03170009,,,,,30.3932600000,-89.2065520000,24000,,,Interpolation-Map,NAD83,,,,,,,US,28,047,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-111B64,BLACK CREEK,River/Stream,NEAR FAIRLY BRIDGE LANDING,03170007,,,,,30.9231940000,-88.9728330000,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,111,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-111D30,MIDDLE BYWY CREEK,River/Stream,NEAR ACKERMAN UPSTREAM OF BYWY ROAD,08060201,,,,,33.4314700000,-89.2949100000,24000,,,Interpolation-Map,NAD83,,,,,,,US,28,019,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-112B79,BILOXI RIVER,River/Stream,NEAR WOOLMARKET AY HWY 605,03170009,,,,,30.4850000000,-89.0286670000,100000,,,Interpolation-Map,NAD83,,,,,,,US,28,047,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-112D59,BERNARD BAYOU,River/Stream,AT HANDSBORO AT HANDSBORO BRIDGE,03170009,,,,,30.4067030000,-89.0272310000,24000,,,Interpolation-Map,NAD83,,,,,,,US,28,047,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-113A58,BIG BYWY DITCH,Canal Transport,AT CHESTER TOMNOLEN ROAD,08060201,,,,,33.4565360000,-89.3665790000,24000,,,Interpolation-Map,NAD83,,,,,,,US,28,019,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-113B83,MIDDLE BYWY CREEK,River/Stream,NEAR BYWY 100M UPSTREAM OF NATCHEZ TRACE PARKWAY,08060201,,,,,33.4220830000,-89.2639800000,24000,,,Interpolation-Map,NAD83,,,,,,,US,28,019,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-113G05,CHICKASAWHAY CREEK,River/Stream,NEAR LIBERTY AT LIBERTY ROAD,03170001,,,,,32.6567230000,-88.7746180000,24000,,,Interpolation-Map,NAD83,,,,,,,US,28,069,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-NI018,HORN LAKE CREEK,River/Stream,NEAR SOUTHAVEN AT HORN LAKE RD. BRIDGE,08010211,,,,,34.9846666700,-90.0608333300,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,033,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-NI034,HATCHIE RIVER,River/Stream,NEAR LONE PINE AT CR 755 BRIDGE,08010207,,,,,34.9719166700,-88.7917500000,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,003,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-PA420,CHICKASAWHAY CREEK,River/Stream,NEAR KLONDIKE AT HWY 495,03170001,,,,,32.5911388900,-88.7851111100,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,069,,,,,,,,,,STORET
21MSWQ_WQX,MISSISSIPPI DEPARTMENT OF ENVIRONMENTAL QUALITY,21MSWQ_WQX-PL373,STRONG RIVER,River/Stream,AT D'LO AT HWY 149,03180002,,,,,31.9780000000,-89.8967777800,24000,,,GPS-Unspecified,NAD83,,,,,,,US,28,127,,,,,,,,,,STORET
LADEQWPD_WQX,LDEQ/Water Planning and Assessment (Louisiana),LADEQWPD_WQX-3589,"Pearl River East-Southeast of Bush, Louisiana",River/Stream,"0.3 miles north-northeast (upstream) of Wilson Slough, 6.0 miles east-southeast of Bush, 4.9 miles northeast of Talisheek",03180004,,,,,30.5710400000,-89.8069130000,0,12,m,Unknown,WGS84,,,,,,,US,28,109,,,,,,,,,,STORET
MBCI_OEP,Mississippi Band of Choctaw Indians,MBCI_OEP-BSHCK,Beasha Creek,River/Stream Intermittent,,03180001,,,,,32.7887936955,-89.3057582505,,,,GPS-Unspecified,NAD83,,,,,,,US,28,099,,,,,,,,,,STORET
MBCI_OEP,Mississippi Band of Choctaw Indians,MBCI_OEP-PRB-01,Pearl River Waterway Boundary Exit,River/Stream,,03180001,,,,,32.8046900000,-89.3146900000,,,,GPS-Unspecified,NAD83,,,,,,,US,28,099,,,,,,,,,,STORET
