,MonitoringLocationIdentifier,LatitudeMeasure,LongitudeMeasure,DrainageAreaMeasure/MeasureValue
307,21FLHILL_WQX-172,28.050272812,-82.633033094,
308,21FLHILL_WQX-173,28.05115,-82.64404,
310,21FLHILL_WQX-175,28.028316646,-82.244644273,
311,21FLHILL_WQX-176,27.992038159,-82.466125279,
312,21FLHILL_WQX-177,27.9459,-82.379083,
313,21FLHILL_WQX-178,27.857517,-82.35535,
314,21FLHILL_WQX-179,27.884933,-82.30665,
315,21FLHILL_WQX-181,27.681033,-82.430517,
316,21FLHILL_WQX-182,27.672217,-82.417,
326,21FLLOX_WQX-104,26.985785901,-80.1750074,
328,21FLLOX_WQX-106,26.994781401,-80.1551407,
330,21FLLOX_WQX-108,27.011128301,-80.163691,
331,21FLLOX_WQX-111,27.036378001,-80.1656606,
332,21FLLOX_WQX-112,27.043773901,-80.1673374,
333,21FLLOX_WQX-59,27.052419901,-80.1471361,
339,21FLLOX_WQX-74,26.933250132,-80.126359597,
340,21FLLOX_WQX-75,26.933732936,-80.113058175,
341,21FLLOX_WQX-81,26.933879099,-80.141827787,
342,21FLLOX_WQX-86,26.924235998,-80.156836178,
343,21FLLOX_WQX-87,26.916925001,-80.166731,
344,21FLLOX_WQX-88,26.942756601,-80.168376,
347,21FLLOX_WQX-WCS 2,26.932955,-80.181205,
348,21FLLOX_WQX-WCS 3,26.9273066,-80.191043,
349,21FLLOX_WQX-WCS 4,26.9199766,-80.191125,
350,21FLLOX_WQX-WCS5,26.912603301,-80.191353,
351,21FLLOX_WQX-WCS 5,26.9126033,-80.191353,
352,21FLLOX_WQX-WCS6,26.905248301,-80.176545,
353,21FLLOX_WQX-WCS 6,26.9052483,-80.176545,
354,21FLMANA_WQX-BC1,27.418000001,-82.569,
357,21FLMANA_WQX-CC1,27.655940001,-82.43223,
362,21FLMANA_WQX-GA1,27.501810001,-82.42766,
366,21FLMANA_WQX-MC1,27.503660001,-82.40983,
379,21FLMANA_WQX-WC1,27.455400001,-82.48528,
380,21FLORL_WQX-RW_CANAL,28.573235988,-81.356558,
381,21FLPNS_WQX-33020221,30.41162,-87.27467,
382,21FLSARA_WQX-ALL,27.057619987,-82.41292,
383,21FLSARA_WQX-ALL-2,27.058369987,-82.3952,
384,21FLSARA_WQX-BBC,27.111109987,-82.35993,
385,21FLSARA_WQX-BGS-B,27.111539987,-82.20493,
386,21FLSARA_WQX-CAT,27.225479987,-82.48627,
387,21FLSARA_WQX-CAT-2,27.221229987,-82.49117,
388,21FLSARA_WQX-CC-2,27.117709987,-82.43382,
389,21FLSARA_WQX-CC-3,27.111449987,-82.40949,
390,21FLSARA_WQX-CLG,27.287069987,-82.25329,
391,21FLSARA_WQX-CLO,27.231819987,-82.49742,
392,21FLSARA_WQX-CPS-1,27.149499987,-82.4259,
393,21FLSARA_WQX-CPS-2,27.146129987,-82.42538,
394,21FLSARA_WQX-DPS,27.064369987,-82.28704,
395,21FLSARA_WQX-ELL,27.243979987,-82.50581,
396,21FLSARA_WQX-FOR-2,27.004799987,-82.3825,
397,21FLSARA_WQX-GOT-2,26.972179987,-82.3444,
398,21FLSARA_WQX-GOT-3,26.983999987,-82.3549,
399,21FLSARA_WQX-HAT-1,27.099929987,-82.42496,
400,21FLSARA_WQX-HUD-2,27.326299987,-82.526,
401,21FLSARA_WQX-HUD-3,27.322029987,-82.52647,
402,21FLSARA_WQX-HWC,27.276389987,-82.32167,
403,21FLSARA_WQX-MAT-1,27.252349987,-82.51363,
404,21FLSARA_WQX-MAT-2,27.252279987,-82.51412,
405,21FLSARA_WQX-MYA,27.3014,-82.2539,
406,21FLSARA_WQX-MYA-C,27.10128,-82.3332,
407,21FLSARA_WQX-MYA-E,27.04494,-82.2931,
408,21FLSARA_WQX-MYA-F,27.1225,-82.35,
409,21FLSARA_WQX-NOR,27.209829987,-82.4902,
410,21FLSARA_WQX-RBW-H,27.322549987,-82.48076,
411,21FLSARA_WQX-RBW-O,27.27386,-82.5302,
412,21FLSARA_WQX-RBW-P,27.29138,-82.5139,
413,21FLSARA_WQX-SOU-2,27.194649987,-82.46211,
414,21FLSARA_WQX-WH-1,27.354599987,-82.5477,
415,21FLSARA_WQX-WH-2,27.367937797,-82.54436337,
416,21FLSARA_WQX-WMS-1,27.059709987,-82.26093,
417,21FLSARA_WQX-WOD,27.035569987,-82.41443,
418,21FLSARA_WQX-WOD-2,27.033179987,-82.4149,
425,21FLSEM_WQX-SMI,28.83372039,-81.33572549,
426,21FLSEM_WQX-SOL,28.71879412,-81.30914585,
434,21FLSFWM_WQX-AJC1,25.3854722,-80.566138,
447,21FLSFWM_WQX-BERMB3,25.4544444,-80.585,
469,21FLSFWM_WQX-CL06283111,28.0799777,-81.259793,
470,21FLSFWM_WQX-CL18273011,28.1403611,-81.351956,
471,21FLSFWM_WQX-CL19273123,28.1189416,-81.254087,
473,21FLSFWM_WQX-CO35253112,28.2730556,-81.1858333,
484,21FLSFWM_WQX-DLMARNCR,28.0519444,-81.4622222,
485,21FLSFWM_WQX-DLONDNCR,28.0622222,-81.45,
493,21FLSFWM_WQX-EC-37,27.9836111,-81.3766667,
498,21FLSFWM_WQX-ET05253114,28.3402778,-81.2286111,
501,21FLSFWM_WQX-FE26362812,27.3227778,-81.4880556,
503,21FLSFWM_WQX-FISH_LAKE,28.2743752,-81.358155,
546,21FLSFWM_WQX-G349C,26.4616667,-80.915,
547,21FLSFWM_WQX-G350B,26.4330556,-80.8827778,
553,21FLSFWM_WQX-G367B,26.4063163,-80.564608,
554,21FLSFWM_WQX-G367E,26.4062436,-80.582031,
580,21FLSFWM_WQX-G434,26.4344338,-80.611657,
581,21FLSFWM_WQX-G435,26.3770513,-80.56746,
582,21FLSFWM_WQX-G436,26.3770341,-80.515788,
583,21FLSFWM_WQX-G438D,26.4353155,-80.584425,
584,21FLSFWM_WQX-G438I,26.4354252,-80.553247,
585,21FLSFWM_WQX-G440D,26.3775555,-80.545781,
586,21FLSFWM_WQX-G441,26.377383,-80.520789,
587,21FLSFWM_WQX-G507,26.4587194,-80.8831556,
588,21FLSFWM_WQX-G81,27.4476241,-80.546601,
591,21FLSFWM_WQX-GENTRYDTCH,28.1443172,-81.220375,
594,21FLSFWM_WQX-GLADER,25.7608333,-80.5811111,
597,21FLSFWM_WQX-HL08283014,28.0586033,-81.337781,
598,21FLSFWM_WQX-HP06393242,27.1186111,-81.1572222,
600,21FLSFWM_WQX-HP11373132,27.2727778,-81.2019444,
601,21FLSFWM_WQX-HP22373112,27.2522222,-81.2025,
602,21FLSFWM_WQX-HP24373013,27.2383333,-81.2838889,
604,21FLSFWM_WQX-HP27383124,27.1383333,-81.2058333,
605,21FLSFWM_WQX-HR1,27.2281006,-80.2883786,
607,21FLSFWM_WQX-IOC,27.1284827,-80.669057,
608,21FLSFWM_WQX-IP09383232,27.1916667,-81.1272222,
609,21FLSFWM_WQX-JIM_BRANCH,28.3450533,-81.266538,
612,21FLSFWM_WQX-KR24353114,27.4177778,-81.18,
619,21FLSFWM_WQX-KREA 28,27.2755556,-80.9169444,
620,21FLSFWM_WQX-KREA 41A,27.2911111,-81.0186111,
629,21FLSFWM_WQX-KUB009,27.9431836,-81.356393,
640,21FLSFWM_WQX-L8.M CNL,26.7552778,-80.3455556,
643,21FLSFWM_WQX-LI02362923,27.3741205,-81.393405,
644,21FLSFWM_WQX-LJACKDSCH,27.8905233,-81.175591,
646,21FLSFWM_WQX-LOXA104,26.5980556,-80.44,
647,21FLSFWM_WQX-LOXA135,26.6233333,-80.3161111,
651,21FLSFWM_WQX-OK09353212,27.4497222,-81.1280556,
653,21FLSFWM_WQX-PARTIN_CNL,28.2790972,-81.375047,
656,21FLSFWM_WQX-PEBBLE_PT,28.3327572,-81.33026,
658,21FLSFWM_WQX-RD01322813,27.7208333,-81.4777778,
660,21FLSFWM_WQX-ROMIN,27.9695763,-81.441211,
690,21FLSFWM_WQX-S200,25.4441527,-80.560352,
703,21FLSFWM_WQX-S342N,26.9029277,-81.139541,
723,21FLSFWM_WQX-S5AW,26.6847222,-80.3647222,
726,21FLSFWM_WQX-S650,27.1574611,-80.676538,
727,21FLSFWM_WQX-S652A,27.137335,-80.673761,
728,21FLSFWM_WQX-S654A,27.1299919,-80.666899,
729,21FLSFWM_WQX-S656A,27.1296241,-80.66076,
735,21FLSFWM_WQX-S660,27.1300675,-80.668449,
737,21FLSFWM_WQX-S700,25.6234705,-80.311428,
749,21FLSFWM_WQX-SLT-1,27.1119444,-80.2561111,
750,21FLSFWM_WQX-SLT-10A,27.2361111,-80.34,
751,21FLSFWM_WQX-SLT-10B,27.2361111,-80.34,
756,21FLSFWM_WQX-SLT-22A,27.3971497,-80.352196,
759,21FLSFWM_WQX-SLT-3,27.1158333,-80.2861111,
762,21FLSFWM_WQX-SLT-35,27.1430556,-80.1830556,
766,21FLSFWM_WQX-SLT-38A,27.1910336,-80.213291,
769,21FLSFWM_WQX-SLT-40A,27.1353727,-80.244578,
770,21FLSFWM_WQX-SLT-42B,27.2580072,-80.366145,
772,21FLSFWM_WQX-SLT-45,27.4128936,-80.399313,
773,21FLSFWM_WQX-SLT-5,27.1438889,-80.27,
783,21FLSFWM_WQX-TCNS 207,27.4002778,-80.8166667,
789,21FLSFWM_WQX-TCNS 233,27.1652778,-80.6877778,
791,21FLSFWM_WQX-TURNBERRY,28.3334772,-81.276843,
794,21FLSFWM_WQX-WPA_CNL,28.2090905,-81.302604,
795,21FLSFWM_WQX-WPB-26.1,26.7063889,-80.4219444,
796,21FLSFWM_WQX-WPB-28.2,26.7263889,-80.4483333,
797,21FLSFWM_WQX-WPB-31.2,26.7533333,-80.4841667,
798,21FLSFWM_WQX-WPB-33.5,26.7683333,-80.5041667,
799,21FLSFWM_WQX-WPB-35.4,26.7927778,-80.5363889,
800,21FLSFWM_WQX-WPB-37.2,26.81,-80.5591667,
801,21FLSFWM_WQX-WPB-38.0,26.8175,-80.5688889,
803,21FLSJWM_WQX-02238000,28.8719361,-81.7839611,
804,21FLSJWM_WQX-3F07GMR,29.710275,-81.4842944,
807,21FLSJWM_WQX-BCMCU,27.8209944,-80.7431667,
808,21FLSJWM_WQX-BCWMO,27.7526889,-80.7089583,
809,21FLSJWM_WQX-BLC,30.0823839,-81.8098354,
810,21FLSJWM_WQX-C1WEST,28.0134563,-80.7534348,
811,21FLSJWM_WQX-C2R,28.0637602,-80.7533297,
813,21FLSJWM_WQX-C52FW,27.6407556,-80.6780056,
814,21FLSJWM_WQX-CEW,28.2472833,-80.8413861,
815,21FLSJWM_WQX-DBR,29.6948826,-81.5801249,
816,21FLSJWM_WQX-DBR2,29.6896012,-81.5777344,
817,21FLSJWM_WQX-DPB,29.7295748,-81.4869777,
818,21FLSJWM_WQX-FDC,27.5857474,-80.7761531,
819,21FLSJWM_WQX-IRLBFRR,28.7550839,-80.8464494,
820,21FLSJWM_WQX-IRLCCU,28.0775,-80.6022222,
821,21FLSJWM_WQX-IRLEGU,28.1236111,-80.6305556,
824,21FLSJWM_WQX-IRLSEBNP,27.8563325,-80.5242038,
827,21FLSJWM_WQX-IRLTPM,28.0166667,-80.5961111,
828,21FLSJWM_WQX-IRLTUS,28.0327778,-80.58,
829,21FLSJWM_WQX-IRLUPSFW,27.83,-80.534722,
830,21FLSJWM_WQX-IRLVMC,27.6491667,-80.4022222,
831,21FLSJWM_WQX-IRLVNCODH,27.6922222,-80.414444,
832,21FLSJWM_WQX-IRLVSC,27.6047222,-80.3827778,
833,21FLSJWM_WQX-JGS,28.0748972,-80.8878806,
835,21FLSJWM_WQX-LW-MP,28.73086,-81.39733,
837,21FLSJWM_WQX-MBU,29.0788639,-81.8814278,
838,21FLSJWM_WQX-MOCC8M,28.287469,-80.810862,
839,21FLSJWM_WQX-NWOLF,28.2135278,-80.9113056,
841,21FLSJWM_WQX-OW-SJR-1,28.78725,-81.1673,
842,21FLSJWM_WQX-PADGTT,27.6662194,-80.7991667,
843,21FLSJWM_WQX-PENNY,28.1818417,-80.8952639,
844,21FLSJWM_WQX-RSR-SR,28.740547,-81.466804,
845,21FLSJWM_WQX-S262S,28.0122222,-80.769722,
846,21FLSJWM_WQX-S96BO,27.8251722,-80.7409806,
847,21FLSJWM_WQX-SFB,29.1836544,-81.9927309,
849,21FLSJWM_WQX-SJR-415,28.8026167,-81.21015,
850,21FLSJWM_WQX-SJR-DPP,28.84798,-81.35328,
852,21FLSJWM_WQX-SJR-OLH,28.79403,-81.05843,
856,21FLSJWM_WQX-SNM,28.2169089,-80.8582318,
858,21FLSJWM_WQX-SWOLFU,27.8948972,-80.8027528,
859,21FLSJWM_WQX-T-10,28.71875,-81.3089722,
860,21FLSJWM_WQX-T-3,28.7277667,-81.2643167,
861,21FLSJWM_WQX-T-6,28.6898611,-81.2478333,
862,21FLSJWM_WQX-T-9,28.7033889,-81.2911389,
863,21FLSJWM_WQX-TCB,28.3523139,-80.9281694,
864,21FLSJWM_WQX-TMC,27.9399028,-80.8218806,
869,21FLTPA_WQX-24030049,28.125472,-82.235278,
870,21FLVEMD_WQX-VC-043,28.7933333,-81.0586111,
871,21FLVEMD_WQX-VC-044,28.8066667,-81.1313889,
872,21FLVEMD_WQX-VC-DC05,28.7983055,-81.051555,
873,21FLVEMD_WQX-VCDC5,28.7983055,-81.051555,
874,21FLVEMD_WQX-VC-TC1,28.8204,-80.8598,
876,21FLWQA_WQX-300833808517051,30.14272,-85.28475,
877,21FLWQA_WQX-GTMFMNUT,29.737,-81.246,
878,21FLWQA_WQX-GTMPCNUT,29.667540563,-81.257754502,
879,21FLWQA_WQX-GTMPINUT,30.0508,-81.3675,
880,21FLWQA_WQX-GTMSSNUT,29.868841988,-81.307443,
881,CAPECRD_WQX-105,26.73917,-81.9275,
884,CAPECRD_WQX-129,26.694263457,-82.038694165,
902,CAPECRD_WQX-435,26.599999503,-82.007355696,
903,CAPECRD_WQX-442,26.583861554,-82.009522581,
906,CAPECRD_WQX-511,26.5614,-81.96317,
917,STF_WQX-BRP02,27.0433,-81.0637,
918,STF_WQX-BRP11,27.0828,-81.0319,
919,STF_WQX-BRP18,27.0536,-81.0025,
920,STF_WQX-BRP23,27.082,-81.0306,
921,STF_WQX-BRP24,27.0831,-81.0319,
923,STF_WQX-BRS02,27.0533,-81.0022,
926,STF_WQX-BRS06,27.0508,-81.0739,
927,STF_WQX-BRS07,27.0202,-81.0417,
928,STF_WQX-BRS10,26.5933,-81.0714,
929,STF_WQX-BRS11,27.0201,-81.0406,
930,STF_WQX-CCS02,26.1647,-80.1158,
931,STF_WQX-CCS03,26.1636,-80.115,
932,STF_WQX-FPS01,27.2416,-80.2609,
0,USGS-022890825,25.76088333,-80.5266778,
4,21FLCOLL_WQX-CYPR13NW,26.245136332,-81.633104715,
7,21FLFTM_WQX-26010704FTM,27.07283,-81.36963,
28,21FLLOX_WQX-107L,26.982458601,-80.1484493,
32,21FLLOX_WQX-53,27.010569801,-80.117907,
33,21FLLOX_WQX-56,27.043692801,-80.1356092,
41,21FLLOX_WQX-78,26.93835777,-80.133688091,
47,21FLLOX_WQX-CALC,26.929010701,-80.117231,
48,21FLLOX_WQX-IC,26.916292122,-80.127400787,
49,21FLLOX_WQX-JHS,26.928738101,-80.1074155,
50,21FLLOX_WQX-JV,26.923358801,-80.126767,
51,21FLLOX_WQX-NPBH,26.90479676,-80.127584015,
52,21FLLOX_WQX-TPJ,26.926428501,-80.110738,
53,21FLLOX_WQX-WCS2,26.932955001,-80.181205,
61,21FLSFWM_WQX-17426,27.191991111,-80.762555833,
62,21FLSFWM_WQX-17766,26.864066667,-80.632375,
63,21FLSFWM_WQX-18130,27.225877778,-80.962580556,
64,21FLSFWM_WQX-18202,27.033830833,-81.071193056,
65,21FLSFWM_WQX-18207,27.092655278,-81.00614,
66,21FLSFWM_WQX-20348,26.330136111,-80.881908333,
67,21FLSFWM_WQX-24152,26.432691667,-80.980338889,
68,21FLSFWM_WQX-24332,27.314342222,-80.837141389,
69,21FLSFWM_WQX-28135,26.428668056,-81.126832222,
70,21FLSFWM_WQX-28136,26.462488889,-80.947184444,
71,21FLSFWM_WQX-28137,26.533168611,-80.9484675,
72,21FLSFWM_WQX-29653,26.997645,-81.068305833,
73,21FLSFWM_WQX-29784,26.433326389,-80.977285556,
74,21FLSFWM_WQX-30853,27.330930556,-81.253230556,
75,21FLSFWM_WQX-30854,27.44275,-81.2974,
76,21FLSFWM_WQX-31228,25.761459167,-80.501738056,
77,21FLSFWM_WQX-35206,27.157461111,-80.676538889,
78,21FLSFWM_WQX-39816,26.608512778,-80.983660833,
79,21FLSFWM_WQX-40096,26.434033333,-80.95355,
80,21FLSFWM_WQX-4199,27.201860278,-80.299213056,
81,21FLSFWM_WQX-4203,27.261447222,-80.359333611,
82,21FLSFWM_WQX-4329,27.111633333,-80.284980556,
83,21FLSFWM_WQX-5736,26.827091389,-80.583766389,
84,21FLSFWM_WQX-6031,26.672581944,-80.637446111,
85,21FLSFWM_WQX-8307,26.678675833,-80.445434444,
86,21FLSFWM_WQX-8879,27.402991667,-80.399027778,
100,21FLSFWM_WQX-CAULK-IN,27.0464713,-80.372433,
120,21FLSFWM_WQX-G151W,26.6084547,-80.984617,
177,21FLSFWM_WQX-G442,26.3516327,-80.546414,
218,21FLSFWM_WQX-S152,25.8651563,-80.620554,
238,21FLSFWM_WQX-S334,25.7616667,-80.5022222,
242,21FLSFWM_WQX-S355ATW,25.7616694,-80.591101,
243,21FLSFWM_WQX-S355BTW,25.761638,-80.553435,
245,21FLSFWM_WQX-S357,25.6078852,-80.524611,
255,21FLSFWM_WQX-S385,27.2130002,-80.735536,
256,21FLSFWM_WQX-S386C,27.2148583,-80.717069,
309,21FLSFWM_WQX-SM00.4TW,26.4340333,-80.95355,
322,21FLTPA_WQX-G4SW0099,28.360780001,-81.81888,
324,21FLWPB_WQX-G4SELR10,25.86945,-80.33866,
3,21AWIC-84,30.998655,-87.163,
4,21AWIC-9343,30.966382,-87.234113,
5,21FLCOBS_WQX-CBS 11,26.340311667,-81.771019722,
6,21FLCOBS_WQX-CBS 18,26.342778612,-81.778748056,
7,21FLCOBS_WQX-CBS 4A,26.353333334,-81.768055556,
8,21FLCOFM_WQX-BCP1-10,26.662390001,-81.8208,
9,21FLCOFM_WQX-BCP4-10,26.660670001,-81.82361,
10,21FLCOFM_WQX-CFMBILLY3,26.654000001,-81.83355,
11,21FLCOFM_WQX-CFMCARRELL,26.611350001,-81.88411,
12,21FLCOFM_WQX-CFMMANUEL,26.627080001,-81.88003,
13,21FLCOFM_WQX-CFMNCOLONIAL,26.611900001,-81.855,
14,21FLCOFM_WQX-CFMWINKLER,26.60416549,-81.88386221,
15,21FLCOLL_WQX-BARRON,25.964714665,-81.353341471,
17,21FLCOLL_WQX-BC11S,26.142984232,-81.490623468,
22,21FLCOLL_WQX-BRN,26.303379001,-81.342459,
25,21FLCOLL_WQX-COCO3,26.273252108,-81.717114591,
28,21FLCOLL_WQX-CORKSCRD,26.495618398,-81.528865292,
29,21FLCOLL_WQX-CR951S,26.172819334,-81.686660015,
31,21FLCOLL_WQX-EAGLECRK,26.064645001,-81.705553,
34,21FLCOLL_WQX-GGC31SW,26.172572201,-81.671014303,
38,21FLCOLL_WQX-GRE896,26.2115838,-81.784467317,
39,21FLCOLL_WQX-HALDUP,26.122300001,-81.7581,
40,21FLCOLL_WQX-I75W1,26.170471767,-81.730976318,
43,21FLCOLL_WQX-SANDPIPE,26.030826019,-81.670749372,
44,21FLCOLL_WQX-WINPARK,26.127900001,-81.7611,
48,21FLDADE_WQX-BBMB1,25.780734457,-80.145748547,
50,21FLDADE_WQX-BL06,25.596409502,-80.413049152,
54,21FLDADE_WQX-BS11,25.927832987,-80.35815,
58,21FLDADE_WQX-CG02A,25.714686987,-80.280868,
62,21FLDADE_WQX-FC16,25.447849986,-80.468733,
63,21FLDADE_WQX-L31E1,25.491522734,-80.347096865,
82,21FLDADE_WQX-SK05,25.9596526,-80.2054001,
84,21FLDADE_WQX-SK10,25.956832987,-80.430633,
94,21FLEECO_WQX-16-30GR,26.69695,-81.90768,
108,21FLEECO_WQX-37-15GR,26.697939,-81.595451,
123,21FLEECO_WQX-CES01SUR,26.7211,-81.692778,
124,21FLEECO_WQX-CES03SUR,26.71664,-81.76087,
125,21FLEECO_WQX-CES04SUR,26.68165,-81.83366,
126,21FLEECO_WQX-CES06SUR,26.57856,-81.91242,
127,21FLEECO_WQX-CES10SUR,26.52868,-81.99575,
138,21FLEECO_WQX-HENDGR55,26.517032,-81.894831,
148,21FLEECO_WQX-SIXMILEDR3,26.547026,-81.82601,
150,21FLEECO_WQX-WHISGR18,26.556327,-81.896108,
152,21FLESPI_WQX-CB 004,30.386800001,-82.8775,
153,21FLESPI_WQX-CB BI,30.370000001,-82.8864,
154,21FLESPI_WQX-HC CW,30.480100001,-82.722,
155,21FLESPI_WQX-HC WP,30.485300001,-82.7131,
156,21FLESPI_WQX-RO 003A,30.429200001,-82.6848,
157,21FLESPI_WQX-RO 182,30.442000001,-82.6708,
158,21FLESPI_WQX-SC 001,30.376700001,-82.7992,
159,21FLESPI_WQX-SC CR 25A,30.351600001,-82.8173,
160,21FLFSI_WQX-SFR AT US 27,29.843870001,-82.63069,
231,21FLGW_WQX-37739,25.28739,-80.44186,
232,21FLGW_WQX-44061,30.235716397,-84.30148592,
270,21FLHILL_WQX-1510,28.00455,-82.4701,
297,21FLHILL_WQX-263,28.031195567,-82.18688176,
298,21FLHILL_WQX-265,28.02458,-82.393299,
299,21FLHILL_WQX-266,28.032716906,-82.381964883,
300,21FLHILL_WQX-267,28.012566,-82.472366,
301,21FLHILL_WQX-268,28.011539216,-82.470561977,
302,21FLHILL_WQX-269,28.012564908,-82.469245015,
303,21FLHILL_WQX-270,28.021016,-82.45945,
304,21FLHILL_WQX-501,27.962132449,-82.545728805,
305,21FLHILL_WQX-502,27.985539157,-82.570194739,
306,21FLHILL_WQX-504,27.9946,-82.57948,
307,21FLHILL_WQX-506,28.085429176,-82.560239194,
308,21FLHILL_WQX-507,28.110801217,-82.55016372,
309,21FLHILL_WQX-508,28.12824255,-82.543196433,
310,21FLHILL_WQX-509,28.157066,-82.5065,
311,21FLHILL_WQX-512,28.10941,-82.43079,
312,21FLHILL_WQX-520,27.95575,-82.40208,
313,21FLHILL_WQX-523,28.1655,-82.265233,
314,21FLHILL_WQX-528,28.052717,-82.249017,
315,21FLHILL_WQX-529,28.036883,-82.25945,
316,21FLHILL_WQX-533,28.025017,-82.186033,
317,21FLHILL_WQX-534,27.987125575,-82.259114396,
318,21FLHILL_WQX-536,28.135083,-82.116867,
319,21FLHILL_WQX-541,27.947021068,-82.072206952,
320,21FLHILL_WQX-542,27.93861,-82.11968,
321,21FLHILL_WQX-543,27.93782,-82.15652,
322,21FLHILL_WQX-545,27.763330324,-82.145782078,
323,21FLHILL_WQX-546,27.81616,-82.14589,
324,21FLHILL_WQX-547,27.82927,-82.14579,
325,21FLHILL_WQX-548,27.796502433,-82.117471593,
326,21FLHILL_WQX-549,27.807910728,-82.104202605,
327,21FLHILL_WQX-550,27.820569828,-82.10428294,
328,21FLHILL_WQX-551,27.843847875,-82.104150484,
329,21FLHILL_WQX-552,27.855583,-82.087833,
330,21FLHILL_WQX-553,27.876309832,-82.066738277,
331,21FLHILL_WQX-554,27.908959557,-82.170421402,
332,21FLHILL_WQX-555,27.893516527,-82.170569009,
333,21FLHILL_WQX-556,27.864829417,-82.155393668,
334,21FLHILL_WQX-557,27.864698377,-82.178619558,
335,21FLHILL_WQX-558,27.853028617,-82.224326891,
336,21FLHILL_WQX-559,27.896033,-82.2966,
337,21FLHILL_WQX-560,27.905217,-82.401633,
338,21FLHILL_WQX-561,27.93162268,-82.399255443,
339,21FLHILL_WQX-564,27.674690799,-82.120704625,
340,21FLHILL_WQX-565,27.69222,-82.1911,
341,21FLHILL_WQX-566,27.690067,-82.1982,
342,21FLHILL_WQX-567,27.705,-82.229683,
343,21FLHILL_WQX-568,27.705083,-82.2564,
344,21FLHILL_WQX-569,27.6495,-82.294317,
345,21FLHILL_WQX-570,27.67109431,-82.344527211,
346,21FLHILL_WQX-571,27.773155035,-82.335172877,
347,21FLHILL_WQX-572,27.803766802,-82.334113303,
348,21FLHILL_WQX-573,27.82295,-82.25355,
349,21FLHILL_WQX-574,27.853815318,-82.273986705,
350,21FLHILL_WQX-575,27.831981351,-82.281780556,
351,21FLHILL_WQX-576,27.857520171,-82.318993326,
352,21FLHILL_WQX-577,27.897089834,-82.350400223,
353,21FLHILL_WQX-581,27.657598787,-82.382257321,
354,21FLHILL_WQX-582,27.652783284,-82.414516847,
355,21FLHILL_WQX-583,27.656119038,-82.432344919,
356,21FLHILL_WQX-584,27.660837143,-82.501553439,
357,21FLHILL_WQX-585,27.674999573,-82.446702038,
358,21FLHILL_WQX-586,27.692761327,-82.459832362,
359,21FLHILL_WQX-588,27.738743879,-82.426326969,
360,21FLHILL_WQX-589,27.748943625,-82.412876098,
361,21FLHILL_WQX-590,27.760521635,-82.399160644,
362,21FLHILL_WQX-592,27.77489027,-82.38807816,
363,21FLHILL_WQX-594,27.819233,-82.382517,
364,21FLHILL_WQX-595,27.8261,-82.381683,
365,21FLHILL_WQX-596,27.8782129,-82.390359182,
366,21FLHILL_WQX-597,27.885091814,-82.391700756,
367,21FLHILL_WQX-598,27.890036881,-82.39709033,
368,21FLHILL_WQX-600,27.677976686,-82.260169418,
369,21FLHILL_WQX-602,27.67195,-82.293433,
370,21FLHILL_WQX-603,27.666888835,-82.298810837,
371,21FLHILL_WQX-604,28.004012429,-82.343427639,
372,21FLHILL_WQX-605,28.0782,-82.1219,
373,21FLHILL_WQX-606,27.934442077,-82.33789342,
374,21FLHILL_WQX-607,27.925698253,-82.364467052,
375,21FLHILL_WQX-608,28.025649939,-82.507888416,
376,21FLHILL_WQX-609,28.051197016,-82.505592165,
377,21FLHILL_WQX-610,28.084783499,-82.524696117,
378,21FLHILL_WQX-612,27.969938496,-82.197927441,
379,21FLHILL_WQX-615,27.977244,-82.365563,
380,21FLHILL_WQX-616,28.018794828,-82.467885807,
402,21FLLOX_WQX-JCU,26.926341279,-80.117787363,
406,21FLMANA_WQX-BC2,27.422431001,-82.550352,
418,21FLMANA_WQX-SC1,27.476688801,-82.5195055,
428,21FLRCID_WQX-C-12E,28.317598584,-81.521067813,
429,21FLRCID_WQX-C-14C,28.299902127,-81.524979883,
430,21FLRCID_WQX-RC-19C,28.367202125,-81.582706706,
431,21FLRCID_WQX-RC-21C,28.332724765,-81.579933087,
432,21FLRCID_WQX-RC-24B,28.384686787,-81.584968979,
435,21FLSARA_WQX-ALL-3,27.045099987,-82.4191,
436,21FLSARA_WQX-BBB-FRUIT,27.337629987,-82.49033,
439,21FLSARA_WQX-BLOS,27.310299987,-82.5114,
440,21FLSARA_WQX-BW-HEAD,27.068129987,-82.40086,
441,21FLSARA_WQX-BW-MID,27.063699987,-82.40094,
442,21FLSARA_WQX-BW-TAIL,27.057829987,-82.40105,
443,21FLSARA_WQX-C341-17TH,27.348399987,-82.48051,
444,21FLSARA_WQX-C498-LIN,27.315149987,-82.47296,
462,21FLSARA_WQX-LAA-TRAILS,27.318699987,-82.4766,
463,21FLSARA_WQX-LAB-WEB,27.308309987,-82.46736,
464,21FLSARA_WQX-LBB-FRUIT,27.338259987,-82.49968,
467,21FLSARA_WQX-MB-FRUIT,27.337699987,-82.4968,
468,21FLSARA_WQX-MB-GER,27.326349987,-82.49904,
469,21FLSARA_WQX-MY-A,27.301436883,-82.253381046,
470,21FLSARA_WQX-MY-B,27.241271957,-82.31378174,
471,21FLSARA_WQX-MY-C,27.100899987,-82.3331,
472,21FLSARA_WQX-MY-E,27.044939987,-82.29308,
